40.8489 -16.131 -37.5289 0.00269148 0.00268306 1.56462e-05 -3.38729e-15
98.3346 82.2423 53.9064 0.00173472 0.00172955 1.00901e-05 -1.48918e-16
69.9396 -49.8486 -49.0577 0.00205693 0.00205049 1.19575e-05 -5.15767e-16
34.3683 -5.73656 -33.8861 0.00293429 0.0029251 1.70577e-05 -6.20054e-15
91.9015 -90.0043 -18.5772 0.0017944 0.00178879 1.04313e-05 -1.98314e-16
18.3626 -11.4462 14.3586 0.00401434 0.00400177 2.33363e-05 -5.5617e-14
58.9017 57.815 -11.2621 0.00224139 0.00223438 1.30298e-05 -9.40883e-16
2.40528 1.12068 -2.12824 0.0110917 0.011057 6.44788e-05 -6.83763e-11
75.0755 57.8725 -47.8237 0.00198533 0.00197911 1.15412e-05 -4.02475e-16
79.6204 36.6097 70.7045 0.00192783 0.0019218 1.1207e-05 -3.27642e-16
10.107 -0.922987 10.0647 0.00541092 0.0053632 2.85635e-05 -1.14699e-12
48.7667 9.79238 -47.7734 0.00246331 0.0024556 1.43198e-05 -1.82201e-15
21.4733 19.9645 7.90691 0.00371221 0.00370059 2.15799e-05 -3.21616e-14
5.38623 2.53373 4.75307 0.00741206 0.00738886 4.30882e-05 -4.06903e-12
9.19935 7.78805 -4.89635 0.00567157 0.0056826 3.7308e-05 4.40772e-13
29.1288 -12.1416 -26.4777 0.00318728 0.00317731 1.85284e-05 -1.10626e-14
76.6221 73.3596 -22.1203 0.00196519 0.00195904 1.14241e-05 -3.74754e-16
64.405 -43.2671 -47.707 0.00214349 0.00213678 1.24606e-05 -6.88281e-16
75.0912 -61.7922 42.6663 0.00198512 0.00197891 1.154e-05 -4.02181e-16
65.292 65.1714 3.96634 0.00212888 0.00212222 1.23757e-05 -6.56106e-16
41.2544 -25.8168 -32.1779 0.00267822 0.00266984 1.55691e-05 -3.27218e-15
30.3474 -16.0946 25.728 0.00312263 0.00311286 1.81526e-05 -9.58433e-15
57.1956 28.423 49.6333 0.00227458 0.00226746 1.32226e-05 -1.04284e-15
87.6425 -76.6194 42.552 0.00183749 0.00183173 1.06817e-05 -2.34143e-16
85.2372 -81.1259 26.1528 0.00186323 0.0018574 1.08314e-05 -2.58095e-16
78.1125 24.5404 -74.1575 0.00194635 0.00194026 1.13146e-05 -3.50317e-16
36.9261 -4.09023 36.6989 0.00283084 0.00282197 1.64563e-05 -4.82297e-15
