40.26 -11.5111 -38.5793 0.00271109 0.00270261 1.57603e-05 -3.56389e-15
98.3065 81.8982 54.377 0.00173496 0.00172979 1.00912e-05 -1.49451e-16
67.3712 -47.151 -48.1212 0.00209577 0.00208921 1.21832e-05 -5.87927e-16
33.1288 -0.40061 -33.1263 0.00298867 0.00297932 1.73739e-05 -7.05125e-15
91.3487 -89.3085 -19.1984 0.00179982 0.00179419 1.04629e-05 -2.02546e-16
18.3506 -15.9763 9.02796 0.00401565 0.00400308 2.3344e-05 -5.57451e-14
59.0615 58.4882 -8.20862 0.00223836 0.00223135 1.30121e-05 -9.32006e-16
2.40953 1.31382 2.01982 0.0110819 0.0110473 6.4422e-05 -6.79565e-11
75.9418 60.118 -46.4003 0.00197397 0.00196779 1.14752e-05 -3.86634e-16
79.5938 34.8273 71.5697 0.00192815 0.00192212 1.12088e-05 -3.28025e-16
10.0997 -8.76278 5.02178 0.00541286 0.00536428 2.86692e-05 -1.17397e-12
49.2755 14.1323 -47.2055 0.00245056 0.00244289 1.42457e-05 -1.75701e-15
21.4581 16.7344 13.4316 0.00371352 0.0037019 2.15877e-05 -3.22416e-14
5.38437 -4.87596 -2.28395 0.00741334 0.00739014 4.30956e-05 -4.07396e-12
9.22709 7.83428 4.87476 0.00566303 0.0056754 3.77224e-05 4.9571e-13
27.7795 -6.61812 -26.9796 0.00326377 0.00325355 1.89731e-05 -1.30602e-14
77.0725 74.3378 -20.3485 0.00195944 0.00195331 1.13907e-05 -3.67143e-16
63.6782 -40.3017 -49.302 0.00215569 0.00214894 1.25316e-05 -7.16168e-16
75.0535 -62.636 41.3492 0.00198562 0.0019794 1.15429e-05 -4.0289e-16
65.2421 64.9981 5.63772 0.00212969 0.00212303 1.23804e-05 -6.5786e-16
40.7585 -21.8423 -34.4118 0.00269446 0.00268603 1.56636e-05 -3.41366e-15
30.3205 -20.1691 22.6393 0.00312402 0.00311424 1.81607e-05 -9.6141e-15
57.1552 26.0042 50.897 0.00227538 0.00226826 1.32273e-05 -1.04542e-15
87.6155 -75.6226 44.2458 0.00183777 0.00183202 1.06834e-05 -2.34395e-16
85.1978 -80.8466 26.8791 0.00186366 0.00185783 1.08339e-05 -2.58513e-16
78.8226 27.8761 -73.7287 0.00193756 0.0019315 1.12636e-05 -3.39395e-16
36.9045 -8.59817 35.8889 0.00283167 0.0028228 1.64611e-05 -4.83286e-15
8.47971 -8.4797 -0.0120097 0.00590733 0.00589059 3.45771e-05 -7.57785e-13
59.3483 -35.9431 47.2262 0.00223294 0.00222595 1.29806e-05 -9.16332e-16
3.9533 1.87559 -3.48005 0.0086517 0.00862462 5.02944e-05 -1.20125e-11
2.27984 -2.19161 0.628107 0.0113928 0.0113571 6.62288e-05 -8.24756e-11
36.4219 -16.5451 32.4471 0.00285036 0.00284144 1.65698e-05 -5.06075e-15
