9.97769 0 0.00593542 3.51966e-05 -1.40266e-13
10.7271 0.00525219 0.00593542 3.51966e-05 -1.40266e-13
3.82832 0.00879179 0.00593542 3.51966e-05 -1.40266e-13
6.53868 0.00672723 0.00593542 3.51966e-05 -1.40266e-13
1.81002 0.0127861 0.00593542 3.51966e-05 -1.40266e-13
10.2096 0.00538367 0.00593542 3.51966e-05 -1.40266e-13
9.7758 0.00550181 0.00593542 3.51966e-05 -1.40266e-13
5.48638 0.0073441 0.00593542 3.51966e-05 -1.40266e-13
3.42275 0.00929809 0.00593542 3.51966e-05 -1.40266e-13
6.16909 0.00692581 0.00593542 3.51966e-05 -1.40266e-13
7.81115 0.00615494 0.00593542 3.51966e-05 -1.40266e-13
7.09769 0.00645689 0.00593542 3.51966e-05 -1.40266e-13
3.47876 0.00922294 0.00593542 3.51966e-05 -1.40266e-13
4.93275 0.00774528 0.00593542 3.51966e-05 -1.40266e-13
9.95506 0.00545205 0.00593542 3.51966e-05 -1.40266e-13
9.46162 0.00559241 0.00593542 3.51966e-05 -1.40266e-13
5.15167 0.00757892 0.00593542 3.51966e-05 -1.40266e-13
3.4448 0.00926829 0.00593542 3.51966e-05 -1.40266e-13
6.79954 0.00659693 0.00593542 3.51966e-05 -1.40266e-13
8.21525 0.00600166 0.00593542 3.51966e-05 -1.40266e-13
8.18498 0.00601274 0.00593542 3.51966e-05 -1.40266e-13
11.2805 0.00512173 0.00593542 3.51966e-05 -1.40266e-13
6.20925 0.00690338 0.00593542 3.51966e-05 -1.40266e-13
5.84948 0.00711251 0.00593542 3.51966e-05 -1.40266e-13
10.7896 0.00523696 0.00593542 3.51966e-05 -1.40266e-13
7.61072 0.00623546 0.00593542 3.51966e-05 -1.40266e-13
13.5096 0.00468016 0.00593542 3.51966e-05 -1.40266e-13
9.46952 0.00559007 0.00593542 3.51966e-05 -1.40266e-13
9.15499 0.00568529 0.00593542 3.51966e-05 -1.40266e-13
13.3115 0.00471485 0.00593542 3.51966e-05 -1.40266e-13
9.10152 0.00570197 0.00593542 3.51966e-05 -1.40266e-13
8.32067 0.00596351 0.00593542 3.51966e-05 -1.40266e-13
9.62185 0.00554565 0.00593542 3.51966e-05 -1.40266e-13
10.3466 0.00534788 0.00593542 3.51966e-05 -1.40266e-13
9.97371 0.00544695 0.00593542 3.51966e-05 -1.40266e-13
10.2093 0.00538374 0.00593542 3.51966e-05 -1.40266e-13
6.11405 0.00695692 0.00593542 3.51966e-05 -1.40266e-13
9.37423 0.00561841 0.00593542 3.51966e-05 -1.40266e-13
9.63673 0.00554136 0.00593542 3.51966e-05 -1.40266e-13
8.06425 0.00605758 0.00593542 3.51966e-05 -1.40266e-13
6.94614 0.00652694 0.00593542 3.51966e-05 -1.40266e-13
10.9758 0.00519234 0.00593542 3.51966e-05 -1.40266e-13
7.02535 0.00649004 0.00593542 3.51966e-05 -1.40266e-13
9.58329 0.00555679 0.00593542 3.51966e-05 -1.40266e-13
7.18447 0.00641777 0.00593542 3.51966e-05 -1.40266e-13
