3	8.41782e-06
3.04677	8.35093e-06
3.09355	8.28551e-06
3.14032	8.21247e-06
3.18709	8.1276e-06
3.23386	8.03347e-06
3.28064	7.93044e-06
3.32741	7.81001e-06
3.37418	7.6737e-06
3.42096	7.52437e-06
3.46773	7.36156e-06
3.5145	7.18486e-06
3.56127	6.98781e-06
3.60805	6.76285e-06
3.65482	6.47655e-06
3.70159	6.26008e-06
3.74836	6.04079e-06
3.79514	5.81988e-06
3.84191	5.59825e-06
3.88868	5.37637e-06
3.93546	5.15553e-06
3.98223	4.93645e-06
4.029	4.71977e-06
4.07577	4.50606e-06
4.12255	4.29585e-06
4.16932	4.0896e-06
4.21609	3.88773e-06
4.26287	3.69058e-06
4.30964	3.49848e-06
4.35641	3.31169e-06
4.40318	3.13043e-06
4.44996	2.95489e-06
4.49673	2.78522e-06
4.5435	2.62153e-06
4.59027	2.46391e-06
4.63705	2.3124e-06
4.68382	2.16704e-06
4.73059	2.02767e-06
4.77737	1.8943e-06
4.82414	1.76701e-06
4.87091	1.64572e-06
4.91768	1.53031e-06
4.96446	1.42048e-06
5.01123	1.31638e-06
5.058	1.2179e-06
5.10478	1.12462e-06
5.15155	1.03662e-06
5.19832	9.53816e-07
5.24509	8.7575e-07
5.29187	8.02531e-07
5.33864	7.33938e-07
5.38541	6.69652e-07
5.43218	6.09752e-07
5.47896	5.53769e-07
5.52573	5.01794e-07
5.5725	4.53475e-07
5.61928	4.08742e-07
5.66605	3.67365e-07
5.71282	3.29222e-07
5.75959	2.94097e-07
5.80637	2.61935e-07
5.85314	2.33279e-07
5.89991	2.07342e-07
5.94669	1.83731e-07
5.99346	1.60463e-07
6.04023	1.42224e-07
6.087	1.23011e-07
6.13378	1.07635e-07
6.18055	9.26414e-08
6.22732	8.00045e-08
6.27409	6.92468e-08
6.32087	5.79794e-08
6.36764	4.89915e-08
6.41441	4.1594e-08
6.46119	3.52643e-08
6.50796	2.98996e-08
6.55473	2.57869e-08
6.6015	2.1846e-08
6.64828	1.86426e-08
6.69505	1.6037e-08
6.74182	1.4154e-08
6.7886	1.27089e-08
6.83537	1.10756e-08
6.88214	9.87582e-09
6.92891	8.8853e-09
6.97569	8.17279e-09
7.02246	7.34807e-09
7.06923	6.42581e-09
7.116	5.537e-09
7.16278	4.68118e-09
7.20955	3.90779e-09
7.25632	3.3505e-09
7.3031	2.84298e-09
7.34987	2.53708e-09
7.39664	2.23393e-09
7.44341	2.03029e-09
7.49019	1.82737e-09
7.53696	1.66424e-09
7.58373	1.55489e-09
7.63051	1.46613e-09
7.67728	1.41288e-09
7.72405	1.37011e-09
7.77082	1.33563e-09
7.8176	1.30187e-09
7.86437	1.28035e-09
7.91114	1.25489e-09
7.95791	1.22298e-09
8.00469	1.20221e-09
8.05146	1.18233e-09
8.09823	1.15735e-09
8.14501	1.13912e-09
8.19178	1.12315e-09
8.23855	1.11296e-09
8.28532	1.10228e-09
8.3321	1.09227e-09
8.37887	1.08276e-09
8.42564	1.07275e-09
8.47242	1.06274e-09
8.51919	1.05275e-09
8.56596	1.04375e-09
8.61273	1.03974e-09
8.65951	1.03827e-09
8.70628	1.03778e-09
8.75305	1.03628e-09
8.79982	1.03529e-09
8.8466	1.03447e-09
8.89337	1.03487e-09
8.94014	1.03527e-09
8.98692	1.035261e-09
9.03369	1.03496e-09
9.08046	1.03306e-09
9.12723	1.03392e-09
9.17401	1.03606e-09
9.22078	1.03796e-09
9.26755	1.03896e-09
9.31433	1.04006e-09
9.3611	1.04296e-09
9.40787	1.0438e-09
9.45464	1.04607e-09
9.50142	1.05077e-09
9.54819	1.05597e-09
9.59496	1.06272e-09
9.64173	1.07008e-09
9.68851	1.08313e-09
9.73528	1.09194e-09
9.78205	1.10556e-09
9.82883	1.12012e-09
9.8756	1.13575e-09
9.92237	1.15241e-09
9.96914	1.17014e-09
10.0159	1.18898e-09
10.0627	1.20898e-09
10.1095	1.23016e-09
10.1562	1.25265e-09
10.203	1.27648e-09
10.2498	1.30155e-09
10.2966	1.32787e-09
10.3433	1.35546e-09
10.3901	1.38432e-09
10.4369	1.4146e-09
10.4836	1.44628e-09
10.5304	1.47929e-09
10.5772	1.51368e-09
10.624	1.54949e-09
10.6707	1.5869e-09
10.7175	1.62609e-09
10.7643	1.66702e-09
10.8111	1.70983e-09
10.8578	1.75468e-09
10.9046	1.80212e-09
10.9514	1.85241e-09
10.9981	1.90566e-09
11.0449	1.9622e-09
11.0917	2.02259e-09
11.1385	2.08826e-09
11.1852	2.15896e-09
11.232	2.23527e-09
11.2788	2.31783e-09
11.3256	2.40975e-09
11.3723	2.51022e-09
11.4191	2.62013e-09
11.4659	2.74052e-09
11.5126	2.87654e-09
11.5594	3.02641e-09
11.6062	3.19162e-09
11.653	3.3749e-09
11.6997	3.58172e-09
11.7465	3.77132e-09
11.7933	3.95725e-09
11.8401	4.21686e-09
11.8868	4.49564e-09
11.9336	4.79346e-09
11.9804	5.11116e-09
12.0271	5.44968e-09
12.0739	5.81e-09
12.1207	6.1935e-09
12.1675	6.60217e-09
12.2142	7.03684e-09
12.261	7.49821e-09
12.3078	7.98684e-09
12.3546	8.49356e-09
12.4013	9.01867e-09
12.4481	9.55893e-09
12.4949	1.01156e-08
12.5416	1.07144e-08
12.5884	1.13616e-08
12.6352	1.21031e-08
12.682	1.28883e-08
12.7287	1.37179e-08
12.7755	1.45216e-08
12.8223	1.53608e-08
12.8691	1.62375e-08
