0.1 0.000381832 13072
0.114915 0.000185346 39428.8
0.12983 0.000280551 27915.8
0.144745 0.000255481 28214.2
0.15966 0.000251467 25557.6
0.174575 0.000239241 24032.9
0.189489 0.000230157 22514.6
0.204404 0.000221441 21249.9
0.219319 0.000213791 20127
0.234234 0.000206844 19136.7
0.249149 0.000200542 18252.3
0.264064 0.000194782 17457.9
0.278979 0.000189492 16739.8
0.293894 0.000184611 16087
0.308809 0.000180089 15490.7
0.323724 0.000175883 14943.5
0.338639 0.00017196 14439.4
0.353554 0.000168287 13973.3
0.368468 0.00016484 13540.8
0.383383 0.000161596 13138.3
0.398298 0.000158531 12762.3
0.413213 0.000155619 12409.8
0.428128 0.000152811 12076.6
0.443043 0.000149995 11756.1
0.457958 0.000146915 11434.7
0.472873 0.000143 11084.7
0.487788 0.000137129 10654
0.502703 0.000126959 10034
0.517618 0.000111811 8012.23
0.532533 0.000109423 4235.27
0.547447 0.00014196 1033.47
0.562362 0.000181519 4630.42
0.577277 0.000115971 1044.27
0.592192 0.000166625 4372.77
0.607107 0.000100936 896.344
0.622022 0.000155892 3843.91
0.636937 9.77039e-05 841.598
0.651852 0.000149123 3577.78
0.666767 9.65188e-05 823.905
0.681682 0.000144825 3429.64
0.696597 9.45887e-05 812.348
0.711512 0.000141636 3313.54
0.726426 9.2624e-05 804.188
0.741341 0.000138616 3211.21
0.756256 9.08913e-05 798.59
0.771171 0.000135702 3119.34
0.786086 8.9273e-05 794.866
0.801001 0.000132924 3036.23
0.815916 8.78125e-05 792.538
0.830831 0.000130238 2960.13
0.845746 8.6474e-05 706.849
0.860661 0.000127842 2732.21
0.875576 8.5071e-05 655.221
0.89049 0.00012585 2576.13
0.905405 8.35292e-05 642.948
0.92032 0.000123903 2500.79
0.935235 8.21202e-05 637.935
0.95015 0.000121813 2440.44
0.965065 8.09668e-05 635.099
0.97998 0.000119693 2385.84
0.994895 7.99772e-05 634.221
1.00981 0.000117622 2336.99
1.02472 7.90645e-05 634.253
1.03964 0.00011562 2291.9
1.05455 7.82245e-05 635.176
1.06947 0.000113669 2250.12
1.08438 7.74395e-05 636.686
1.0993 0.000111783 2211.11
1.11421 7.6715e-05 638.717
1.12913 0.000109945 2174.42
1.14404 7.60332e-05 641.143
1.15896 0.000108169 2139.88
1.17387 7.54019e-05 643.897
1.18879 0.000106436 2107.08
1.2037 7.48039e-05 646.933
1.21862 0.000104763 2076.03
1.23353 7.42484e-05 650.177
1.24845 0.00010313 2046.34
1.26336 7.37185e-05 653.632
1.27828 0.000101554 2018.12
1.29319 7.32245e-05 657.213
1.30811 0.000100014 1990.98
1.32302 7.27499e-05 660.962
1.33794 9.85278e-05 1965.12
1.35285 7.23059e-05 664.773
1.36777 9.7076e-05 1940.13
1.38268 7.18762e-05 668.725
1.3976 9.5675e-05 1916.26
1.41251 7.14728e-05 672.688
1.42743 9.43058e-05 1893.11
1.44234 7.10793e-05 676.777
1.45726 9.29848e-05 1870.97
1.47217 7.07089e-05 680.835
1.48709 9.16931e-05 1849.4
1.502 7.03444e-05 685.012
1.51692 9.04473e-05 1828.77
1.53183 7.00004e-05 689.119
1.54675 8.92282e-05 1808.58
1.56166 6.96586e-05 693.345
1.57658 8.80528e-05 1789.25
1.59149 6.93348e-05 697.467
1.60641 8.69011e-05 1770.25
1.62132 6.90089e-05 701.712
1.63624 8.57907e-05 1752.02
1.65115 6.86972e-05 705.823
1.66607 8.47001e-05 1733.96
1.68098 6.83758e-05 710.061
1.6959 8.36468e-05 1716.5
1.71081 6.80593e-05 714.137
1.72573 8.26069e-05 1698.9
1.74064 6.77151e-05 718.35
1.75556 8.1596e-05 1681.47
1.77047 6.73489e-05 722.377
1.78539 8.05867e-05 1663.15
1.8003 6.69098e-05 726.565
1.81522 7.95952e-05 1643.83
1.83013 6.63874e-05 730.6
1.84505 7.86044e-05 1621.79
1.85996 6.57206e-05 734.976
1.87487 7.76737e-05 1596.25
1.88979 6.49348e-05 739.624
1.9047 7.68827e-05 1564.81
1.91962 6.40944e-05 745.712
1.93453 7.64268e-05 1526.12
1.94945 6.34818e-05 754.569
1.96436 7.63999e-05 1476.55
1.97928 6.3513e-05 770.7
1.99419 7.65313e-05 1412.23
2.00911 6.4655e-05 800.751
2.02402 7.59446e-05 1328.5
2.03894 6.6692e-05 850.819
2.05385 7.41183e-05 1228.22
2.06877 6.85738e-05 917.175
2.08368 7.16941e-05 1120.07
2.0986 6.94838e-05 992.83
2.11351 6.92548e-05 1012.29
2.12843 6.92012e-05 958.895
2.14334 6.90571e-05 874.896
2.15826 6.8706e-05 782.908
2.17317 6.83098e-05 694.783
2.18809 6.79373e-05 615.712
2.203 6.76028e-05 547.282
2.21792 6.7302e-05 489.353
2.23283 6.70271e-05 441.049
2.24775 6.67711e-05 401.231
2.26266 6.65284e-05 368.71
2.27758 6.62953e-05 342.351
2.29249 6.60692e-05 321.111
2.30741 6.58486e-05 304.064
2.32232 6.56321e-05 290.404
2.33724 6.54191e-05 279.448
